DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2p12	2	77106881		LRRTM4			ENSG00000176204			rs6750737-G	rs6750737	0	6750737	intron_variant	0	0.75	9E-9	8.045757490560675		0.008	[0.006-0.01] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2p12	2	78563010		CYCSP6 - RNU6-827P	ENSG00000214429	ENSG00000202423		149916	319437	rs72810657-G	rs72810657	0	72810657	intergenic_variant	1	0.689	1E-8	8.0		0.008	[0.006-0.01] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2p12	2	79269432		CTNNA2			ENSG00000066032			rs1897784-C	rs1897784	0	1897784	intron_variant	0	0.399	5E-9	8.301029995663981		0.007	[0.005-0.009] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2p12	2	80465766		CTNNA2			ENSG00000066032			rs55803020-C	rs55803020	0	55803020	intron_variant	0	0.745	8E-14	13.096910013008056		0.01	[0.008-0.012] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2p12	2	80777501		CTNNA2 - ANKRD11P1	ENSG00000066032	ENSG00000234429		128640	416836	rs10179482-G	rs10179482	0	10179482	intron_variant	1	0.516	3E-8	7.522878745280337		0.006	[0.004-0.008] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2p11.2	2	86412304		U8 - KDM3A	ENSG00000212581	ENSG00000115548		65109	28343	rs2367237-T	rs2367237	0	2367237	intergenic_variant	1	0.575	2E-9	8.698970004336019		0.008	[0.006-0.01] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q11.2	2	100169490		AFF3			ENSG00000144218			rs72819186-C	rs72819186	0	72819186	intron_variant	0	0.884	5E-14	13.301029995663981		0.014	[0.01-0.018] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q12.1	2	103469970		TMEM182 - CRLF3P1	ENSG00000170417	ENSG00000236596		450070	24271	rs266058-C	rs266058	0	266058	intergenic_variant	1	0.528	2E-38	37.69897000433602		0.016	[0.014-0.018] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q12.1	2	103988125		LINC01965			ENSG00000256637			rs12621166-C	rs12621166	0	12621166	intron_variant	0	0.552	2E-13	12.698970004336019		0.009	[0.007-0.011] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q12.2	2	105352905		C2orf49 - FHL2	ENSG00000135974	ENSG00000115641		3694	4807	rs62155873-C	rs62155873	0	62155873	downstream_gene_variant	1	0.877	3E-8	7.522878745280337		0.01	[0.0061-0.0139] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q14.1	2	112476739		VINAC1P - TTL	ENSG00000283698	ENSG00000114999		7052	5417	rs7581524-C	rs7581524	0	7581524	intergenic_variant	1	0.716	1E-9	9.0		0.008	[0.006-0.01] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q14.3	2	124295419		CNTNAP5			ENSG00000155052			rs780024-T	rs780024	0	780024	intron_variant	0	0.652	8E-9	8.096910013008056		0.007	[0.005-0.009] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q21.2	2	133984090		RN7SKP93 - MGAT5	ENSG00000200708	ENSG00000152127		387691	135893	rs34096939-C	rs34096939	0	34096939	intergenic_variant	1	0.774	3E-10	9.522878745280337		0.01	[0.0061-0.0139] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q21.3	2	134669048		TMEM163			ENSG00000152128			rs4954158-T	rs4954158	0	4954158	intron_variant	0	0.339	2E-9	8.698970004336019		0.007	[0.005-0.009] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q22.1	2	136792314		THSD7B			ENSG00000144229			rs10205354-A	rs10205354	0	10205354	intron_variant	0	0.424	2E-12	11.698970004336019		0.008	[0.006-0.01] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q22.1	2	137552580		THSD7B			ENSG00000144229			rs1448917-G	rs1448917	0	1448917	intron_variant	0	0.607	1E-9	9.0		0.007	[0.005-0.009] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q22.2	2	143395775		ARHGAP15			ENSG00000075884			rs10496949-G	rs10496949	0	10496949	intron_variant	0	0.418	8E-10	9.096910013008056		0.007	[0.005-0.009] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q22.3	2	144611285		LINC01412 - TEX41	ENSG00000232606	ENSG00000226674		31851	55027	rs2162571-G	rs2162571	0	2162571	intergenic_variant	1	0.175	3E-14	13.522878745280337		0.011	[0.009-0.013] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q22.3	2	145367955		RPL6P5 - METAP2P1	ENSG00000214064	ENSG00000234119		29898	458330	rs10427255-C	rs10427255	0	10427255	intergenic_variant	1	0.473	3E-26	25.522878745280337		0.012	[0.01-0.014] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q23.3	2	151168375		LINC02612 - FABP5P10	ENSG00000224048	ENSG00000213201		532557	17813	rs289848-T	rs289848	0	289848	intron_variant	1	0.508	2E-10	9.698970004336019		0.007	[0.005-0.009] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q24.1	2	154798245		KCNJ3			ENSG00000162989			rs2652446-C	rs2652446	0	2652446	intron_variant	0	0.479	4E-12	11.397940008672037		0.008	[0.006-0.01] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q24.2	2	161137872		TANK-AS1, TANK			ENSG00000224467, ENSG00000136560			rs3769983-G	rs3769983	0	3769983	intron_variant	0	0.521	2E-17	16.69897000433602		0.01	[0.008-0.012] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q24.3	2	164052054		FIGN - PRPS1P1	ENSG00000182263	ENSG00000226847		316042	161485	rs67453060-C	rs67453060	0	67453060	intron_variant	1	0.758	1E-12	12.0		0.01	[0.008-0.012] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
